displayLink;first;drug;count;label;ratio;label_count
www.xmasonlinechem.com;purchase;ecstasy;15;1;0.5333333333333333;8
www.chem-meds.com;get;crack;23;1;0.5217391304347826;12
medssupply.org;buy;meth;54;1;0.5;27
www.gurneyrxonlineshop.com;purchase;cocaine;28;1;0.5;14
www.revcodiscountdrugs.com;buy;cocaine;16;1;0.5;8
www.rxphamacy.com;buy;ecstasy;12;1;0.5;6
reliabledrugdealer.doodlekit.com;buy;ecstasy;10;1;0.5;5
omegaxreseachchemicals.tumblr.com;purchase;meth;8;1;0.5;4
www.newhorizonsbathsalts.com;purchase;meth;6;1;0.5;3
legitrxonline.com;get;mdma;6;1;0.5;3
bio-equip.cn;buy;meth;6;1;0.5;3
www.skymedicationstore.org;buy;mdma;6;1;0.5;3
www.mbna.co.uk;swiss;mdma;4;1;0.5;2
partysecret.club;buy;molly;4;1;0.5;2
blockbooth.com;purchase;cocaine;4;1;0.5;2
museepapierpeint.ch;buy;cocaine;4;1;0.5;2
gogainepowderisonlinenow.blogspot.com;purchase;molly;2;1;0.5;1
rxmeds2you.com;purchase;ecstasy;2;1;0.5;1
olmc.thsdf.gdn;cheap;mdma;2;1;0.5;1
vcp.cdxu.loan;buy;mdma;2;1;0.5;1
www.multifamilybiz.com;cheap;mdma;2;1;0.5;1
undergroundmeth.com;get;meth;2;1;0.5;1
www.skymalldispensary.com;cheap;crack;2;1;0.5;1
forums.markzdanielewski.com;buy;cocaine;2;1;0.5;1
tripme.co.nz;buy;mdma;2;1;0.5;1
truonggiangmocchau.com;cheap;meth;2;1;0.5;1
www.isabellehirschi.com;cheap;crack;2;1;0.5;1
www.vikinghordene.com;purchase;cocaine;2;1;0.5;1
wherecanigetsalvia.blogspot.com;get;ecstasy;2;1;0.5;1
www.festivezone.com;buy;crack;2;1;0.5;1
420sixty.com;buy;crack;2;1;0.5;1
www.acelockandkeyva.com;cheap;molly;2;1;0.5;1
ukrcenter.com;cheap;cocaine;2;1;0.5;1
www.greifvogelpark.ch;cheap;mdma;2;1;0.5;1
inktank.fi;get;mdma;2;1;0.5;1
www.mandywell.com;purchase;crystal;2;1;0.5;1
www.crimeonline.com;buy;crack;2;1;0.5;1
supergearstore.com;buy;crystal;2;1;0.5;1
www.funkommunity.com;cheap;molly;2;1;0.5;1
www.adikraft.com;purchase;cocaine;2;1;0.5;1
www.botanicaldesignsbymontgomery.com;cheap;crystal;2;1;0.5;1
www.slideboom.com;buy;cocaine;2;1;0.5;1
buyrchemonline.com;get;cocaine;2;1;0.5;1
prototypechemicals.com;buy;ecstasy;2;1;0.5;1
www.pharmaroche.com;get;crystal;2;1;0.5;1
dream-pharmacy.com;buy;molly;2;1;0.5;1
sportsandlaughs.tumblr.com;buy;mdma;2;1;0.5;1
blog.kariera.gr;cheap;meth;2;1;0.5;1
comivo.com;purchase;meth;11;1;0.4545454545454545;5
www.cobraintpharmacy.com;buy;mdma;20;1;0.45;9
buymarijuanaonlinenow.com;buy;crack;9;1;0.4444444444444444;4
ecstasytablets.biz;buy;mdma;16;1;0.4375;7
www.legalweedsuppliers.com;buy;crack;7;1;0.42857142857142855;3
www.mensxp.com;swiss;cocain;7;1;0.42857142857142855;3
buypainpills.store;buy;ecstasy;19;1;0.42105263157894735;8
abilene.freeclassifieds.com;buy;cocain;12;1;0.4166666666666667;5
buymdmapillsonline.com;get;mdma;5;1;0.4;2
heroinforsaleonline.com;cheap;mdma;5;1;0.4;2
researchchemicalsbkmdma.buy.slimtheme.com;cheap;mdma;5;1;0.4;2
www.edificiomarvermelho.com;cheap;molly;5;1;0.4;2
listitsellit.us;buy;ecstasy;5;1;0.4;2
www.nzz.ch;swiss;mdma;5;1;0.4;2
utterbuzz.com;swiss;mdma;5;1;0.4;2
www.buypainkillersdrugs.com;buy;cocaine;13;1;0.38461538461538464;5
newworldresearchersintl.com;purchase;cocaine;22;1;0.3636363636363637;8
whitedroppers.com;buy;meth;23;1;0.3478260869565217;8
drugstrading.co;buy;molly;15;1;0.3333333333333333;5
www.kayapharmacy.com;purchase;cocain;12;1;0.3333333333333333;4
thepleasantproducts.com;purchase;cocaine;6;1;0.3333333333333333;2
chemplot.com;buy;crystal;3;1;0.3333333333333333;1
kfdm.com;swiss;meth;3;1;0.3333333333333333;1
watervilleupholstery.com;get;crystal;3;1;0.3333333333333333;1
www.fotografovani.cz;buy;cocaine;3;1;0.3333333333333333;1
www.wklaw.com;purchase;meth;13;1;0.3076923076923077;4
onlinemedchems.com;cheap;ecstasy;20;1;0.3;6
rc-chemical.com;purchase;mdma;10;1;0.3;3
www.scamwarners.com;buy;meth;14;1;0.2857142857142857;4
www.famous-smoke.com;purchase;ecstasy;7;1;0.2857142857142857;2
www.guykawaski.com;cheap;crystal;7;1;0.2857142857142857;2
chemglobalsupply.com;purchase;cocaine;7;1;0.2857142857142857;2
www.thedarkweblinks.com;purchase;cocain;16;1;0.25;4
strkem.com;buy;meth;12;1;0.25;3
shopresearchchem.com;buy;meth;8;1;0.25;2
www.androidpit.com.br;cheap;cocaine;4;1;0.25;1
rxmed2you.com;purchase;ecstasy;4;1;0.25;1
verifieddrugstore.com;buy;mdma;39;1;0.2307692307692308;9
medscomplex.com;purchase;crystal;18;1;0.2222222222222222;4
www.orderchemdrugsonline.com;purchase;mdma;9;1;0.2222222222222222;2
www.myroidshop.us;buy;molly;14;1;0.21428571428571427;3
www.globalresearchchemical.com;purchase;meth;10;1;0.2;2
www.ec21.com;purchase;molly;5;1;0.2;1
photo-bievre.org;cheap;cocaine;5;1;0.2;1
www.drugplaza.net;buy;cocain;5;1;0.2;1
orderesearchchemicals.com;cheap;meth;5;1;0.2;1
www.dischemonlinepharmacy.com;buy;molly;5;1;0.2;1
www.onlinemarijuanaforsale.com;buy;crack;16;1;0.1875;3
www.lesbonsdealers.com;purchase;mdma;6;1;0.16666666666666666;1
www.cyberlex.org;purchase;ecstasy;6;1;0.16666666666666666;1
www.healthysupplies.co.uk;buy;ecstasy;6;1;0.16666666666666666;1
www.instantzendo.com;purchase;crystal;13;1;0.15384615384615385;2
gillianhebblewhite.wordpress.com;swiss;ecstasy;7;1;0.14285714285714285;1
www.wndu.com;swiss;meth;7;1;0.14285714285714285;1
www.leansyrupshop.com;purchase;crack;15;1;0.13333333333333333;2
www.newindiaclassifieds.com;purchase;cocaine;78;1;0.1282051282051282;10
whatson.bfi.org.uk;cheap;ecstasy;10;1;0.1;1
onemonkey.org;purchase;cocain;10;1;0.1;1
buyheroinonline.se;purchase;ecstasy;48;1;0.08333333333333333;4
www.donaldborenstein.com;buy;molly;22;1;0.045454545454545456;1
